Sources	BLS10_2_phage_scaffolds_rijen21.fasta	BLS10_7_phage_scaffolds_rijen21.fasta	BLS10_m1_phage_scaffolds_rijen21.fasta	BLS11_2_phage_scaffolds_rijen21.fasta	BLS11_7_phage_scaffolds_rijen21.fasta	BLS11_m1_phage_scaffolds_rijen21.fasta	BLS12_2_phage_scaffolds_rijen21.fasta	BLS12_7_phage_scaffolds_rijen21.fasta	BLS12_m1_phage_scaffolds_rijen21.fasta	BLS13_2_phage_scaffolds_rijen21.fasta	BLS13_7_phage_scaffolds_rijen21.fasta	BLS13_m1_phage_scaffolds_rijen21.fasta	BLS1_2_phage_scaffolds_rijen21.fasta	BLS1_7_phage_scaffolds_rijen21.fasta	BLS1_m1_phage_scaffolds_rijen21.fasta	BLS2_2_phage_scaffolds_rijen21.fasta	BLS2_7_phage_scaffolds_rijen21.fasta	BLS2_m1_phage_scaffolds_rijen21.fasta	BLS3_2_phage_scaffolds_rijen21.fasta	BLS3_7_phage_scaffolds_rijen21.fasta	BLS3_m1_phage_scaffolds_rijen21.fasta	BLS4_2_phage_scaffolds_rijen21.fasta	BLS4_7_phage_scaffolds_rijen21.fasta	BLS4_m1_phage_scaffolds_rijen21.fasta	BLS5_2_phage_scaffolds_rijen21.fasta	BLS5_7_phage_scaffolds_rijen21.fasta	BLS5_m1_phage_scaffolds_rijen21.fasta	BLS6_2_phage_scaffolds_rijen21.fasta	BLS6_7_phage_scaffolds_rijen21.fasta	BLS6_m1_phage_scaffolds_rijen21.fasta	BLS7_2_phage_scaffolds_rijen21.fasta	BLS7_7_phage_scaffolds_rijen21.fasta	BLS7_m1_phage_scaffolds_rijen21.fasta	BLS8_2_phage_scaffolds_rijen21.fasta	BLS8_7_phage_scaffolds_rijen21.fasta	BLS8_m1_phage_scaffolds_rijen21.fasta	BLS9_2_phage_scaffolds_rijen21.fasta	BLS9_7_phage_scaffolds_rijen21.fasta	BLS9_m1_phage_scaffolds_rijen21.fasta	BSN10_2_phage_scaffolds_rijen21.fasta	BSN10_7_phage_scaffolds_rijen21.fasta	BSN10_m1_phage_scaffolds_rijen21.fasta	BSN11_2_phage_scaffolds_rijen21.fasta	BSN11_7_phage_scaffolds_rijen21.fasta	BSN11_m1_phage_scaffolds_rijen21.fasta	BSN12_2_phage_scaffolds_rijen21.fasta	BSN12_7_phage_scaffolds_rijen21.fasta	BSN12_m1_phage_scaffolds_rijen21.fasta	BSN13_2_phage_scaffolds_rijen21.fasta	BSN13_7_phage_scaffolds_rijen21.fasta	BSN13_m1_phage_scaffolds_rijen21.fasta	BSN1_2_phage_scaffolds_rijen21.fasta	BSN1_7_phage_scaffolds_rijen21.fasta	BSN1_m1_phage_scaffolds_rijen21.fasta	BSN2_2_phage_scaffolds_rijen21.fasta	BSN2_7_phage_scaffolds_rijen21.fasta	BSN2_m1_phage_scaffolds_rijen21.fasta	BSN3_2_phage_scaffolds_rijen21.fasta	BSN3_7_phage_scaffolds_rijen21.fasta	BSN3_m1_phage_scaffolds_rijen21.fasta	BSN4_2_phage_scaffolds_rijen21.fasta	BSN4_7_phage_scaffolds_rijen21.fasta	BSN4_m1_phage_scaffolds_rijen21.fasta	BSN5_2_phage_scaffolds_rijen21.fasta	BSN5_7_phage_scaffolds_rijen21.fasta	BSN5_m1_phage_scaffolds_rijen21.fasta	BSN6_2_phage_scaffolds_rijen21.fasta	BSN6_7_phage_scaffolds_rijen21.fasta	BSN6_m1_phage_scaffolds_rijen21.fasta	BSN7_2_phage_scaffolds_rijen21.fasta	BSN7_7_phage_scaffolds_rijen21.fasta	BSN7_m1_phage_scaffolds_rijen21.fasta	BSN8_2_phage_scaffolds_rijen21.fasta	BSN8_7_phage_scaffolds_rijen21.fasta	BSN8_m1_phage_scaffolds_rijen21.fasta	BSN9_2_phage_scaffolds_rijen21.fasta	BSN9_7_phage_scaffolds_rijen21.fasta	BSN9_m1_phage_scaffolds_rijen21.fasta	INF10_phage_scaffolds_rijen21.fasta	INF1_phage_scaffolds_rijen21.fasta	INF2_phage_scaffolds_rijen21.fasta	INF3_phage_scaffolds_rijen21.fasta	INF4_phage_scaffolds_rijen21.fasta	INF5_phage_scaffolds_rijen21.fasta	INF6_phage_scaffolds_rijen21.fasta	INF7_phage_scaffolds_rijen21.fasta	INF8_phage_scaffolds_rijen21.fasta	INF9_phage_scaffolds_rijen21.fasta	X3_STUF_phage_scaffolds_rijen21.fasta	X4_STUF_phage_scaffolds_rijen21.fasta	X5_STRA_phage_scaffolds_rijen21.fasta	X6_STRA_phage_scaffolds_rijen21.fasta
BLS7_2_phage_scaffolds_rijen21.fasta	0.037699293	0.04942826	0.05633977	0.042502847	0.06890325	0.06409566	0.047632366	0.098821834	0.050252773	0.053764135	0.085588306	0.049318418	0.06256067	0.046869434	0.047297962	0.04891922	0.056017403	0.045497276	0.05718919	0.07518829	0.0570206	0.054426514	0.056671027	0.048847236	0.060700584	0.054269884	0.0739726	0.059210226	0.065566234	0.052404743	-0	0.08852814	0.06748945	0.050775275	0.049696438	0.04983331	0.0429571	0.05075384	0.06325714	0.049181376	0.060204163	0.07065777	0.041613888	0.063364744	0.01776228	0.073563114	0.05305258	0.043363802	0.06289681	0.06199948	0.047626816	0.05759101	0.046733532	0.053195022	0.058561265	0.047209945	0.042641252	0.054299526	0.045995183	0.045983102	0.05977268	0.05523958	0.054671407	0.05734466	0.053881492	0.05393207	0.055539794	0.048671115	0.054168586	0.04842025	0.05997081	0.050994065	0.03023294	0.056131944	0.056782305	0.049983315	0.061095636	0.04875762	0.09375128	0.18478756	0.12755193	0.10107138	0.09654627	0.090863444	0.08759028	0.10099072	0.1209795	0.13410105	0.06071639	0.05604722	0.07268272	0.08007711
BLS7_7_phage_scaffolds_rijen21.fasta	0.056319203	0.06946123	0.06948157	0.07155585	0.07363801	0.052058227	0.07246411	0.06344739	0.0638197	0.047909986	0.09095672	0.091844425	0.054610897	0.07398391	0.04966717	0.061019007	0.0674391	0.06328861	0.10447812	0.08028701	0.072776966	0.07539515	0.06518547	0.037259936	0.073067136	0.0748271	0.06311065	0.07952736	0.07005907	0.06700184	0.08852814	-0	0.06130304	0.059103817	0.07046643	0.07184186	0.054148644	0.06051631	0.06917696	0.04692329	0.07516079	0.076132186	0.05510385	0.07931372	0.07646354	0.05792609	0.06816354	0.06678039	0.074498184	0.085837096	0.05863157	0.07519734	0.064852275	0.07719259	0.082314186	0.064495586	0.07324777	0.07781029	0.06520801	0.06947988	0.07026293	0.06777006	0.06236955	0.0777473	0.07432604	0.07265666	0.06683276	0.084416464	0.08787189	0.07319184	0.06418841	0.08176492	0.07084671	0.07337597	0.06647421	0.058165632	0.083163664	0.0633165	0.08073698	0.1388341	0.09027144	0.07750129	0.08569479	0.101394765	0.12640569	0.13168482	0.14270303	0.08245849	0.09034424	0.09473865	0.12141408	0.129641
BLS7_m1_phage_scaffolds_rijen21.fasta	0.06452503	0.024262384	0.05453357	0.06724175	0.06904465	0.06787037	0.06349173	0.070897534	0.07117476	0.047717594	0.09245267	0.072749935	0.053591125	0.0719962	0.05909353	0.055706937	0.075605005	0.058294326	0.08405654	0.07607569	0.06696951	0.0692884	0.057154577	0.06261991	0.07306931	0.06240755	0.048786305	0.06513426	0.07407431	0.06565459	0.06748945	0.06130304	-0	0.059392296	0.062079147	0.055398583	0.06080178	0.064996235	0.06071177	0.056384224	0.078739114	0.052957345	0.058586106	0.056430407	0.0652027	0.07876976	0.075528674	0.0600047	0.08105808	0.060988516	0.062403243	0.07829026	0.05189144	0.065224685	0.04976035	0.056981213	0.06343827	0.0749568	0.03404006	0.06558833	0.048387453	0.06124252	0.06480446	0.06526741	0.061158147	0.059807144	0.072201625	0.07330385	0.06312958	0.055581998	0.073753014	0.075293	0.063702	0.058126997	0.06649496	0.06080792	0.0664132	0.06906648	0.09490186	0.111128576	0.09050235	0.1205196	0.11221456	0.098842606	0.09034405	0.08574845	0.11963198	0.12629573	0.07685519	0.078274384	0.109187774	0.09930217
BLS8_2_phage_scaffolds_rijen21.fasta	0.032320302	0.04085382	0.060011096	0.043721877	0.0645076	0.05512903	0.055851683	0.06628403	0.05705282	0.049049623	0.07804383	0.0505616	0.0540072	0.05191683	0.031322695	0.050815254	0.061743844	0.0365656	0.07253051	0.09249624	0.053851105	0.048338313	0.060298234	0.05164019	0.06821884	0.05305966	0.05899456	0.058508378	0.051459257	0.039639078	0.050775275	0.059103817	0.059392296	-0	0.03996091	0.04872001	0.027742835	0.03616393	0.044799153	0.02538024	0.047816012	0.054646704	0.034735933	0.06004378	0.044830315	0.05655676	0.050591253	0.016699158	0.063611634	0.058050293	0.03298072	0.04634822	0.04260303	0.048277233	0.050702997	0.039843507	0.039483197	0.0590599	0.048150554	0.042370386	0.06281268	0.052907493	0.053751264	0.045981076	0.057772152	0.054244258	0.05307039	0.050798513	0.04418818	0.049699992	0.0602104	0.046569746	0.03249957	0.056221407	0.053115644	0.018087402	0.04977054	0.043945804	0.090208426	0.12699482	0.08934849	0.11775361	0.11352236	0.115614824	0.11048374	0.120949835	0.14256074	0.10759117	0.067929976	0.07154507	0.09287349	0.09617579
BLS8_7_phage_scaffolds_rijen21.fasta	0.04234696	0.03791345	0.060738828	0.049828786	0.06383312	0.06763611	0.049186517	0.077091716	0.057770308	0.056021173	0.07364852	0.054370508	0.066377684	0.05239511	0.05316655	0.0560603	0.06466955	0.051645476	0.057945143	0.0945381	0.05194683	0.07826775	0.057714228	0.058482967	0.07358492	0.057540033	0.0481991	0.06776178	0.06384909	0.047096353	0.049696438	0.07046643	0.062079147	0.03996091	-0	0.04857165	0.05024246	0.040099636	0.049871866	0.05511178	0.06633997	0.060829297	0.052900117	0.067926206	0.044800196	0.06902448	0.059527863	0.040797997	0.054099396	0.058182336	0.0525694	0.06609226	0.025252566	0.048102405	0.06712728	0.041177128	0.032259278	0.069099426	0.041282713	0.055304404	0.058116306	0.057769086	0.070418164	0.0674651	0.057596736	0.061305903	0.05536385	0.06331536	0.06261933	0.05593913	0.06744222	0.06394241	0.04371301	0.06286987	0.06003512	0.049025126	0.06008228	0.0662259	0.09318982	0.15520422	0.103959106	0.100775026	0.10323395	0.09532156	0.10208231	0.09513178	0.13928768	0.11824235	0.06728791	0.06717332	0.0787836	0.07799182
BLS8_m1_phage_scaffolds_rijen21.fasta	0.045672994	0.040897597	0.03131353	0.04978407	0.041265536	0.0677932	0.043184184	0.06387705	0.056447055	0.04586781	0.07139445	0.06306905	0.05478225	0.058360998	0.045722764	0.05967639	0.06772344	0.046592332	0.0673822	0.074434	0.05284217	0.061147895	0.05750148	0.057268627	0.064548865	0.06186006	0.049191575	0.056172866	0.06593928	0.041446187	0.04983331	0.07184186	0.055398583	0.04872001	0.04857165	-0	0.040861905	0.04413779	0.039994713	0.04907644	0.05838624	0.04336876	0.045219984	0.06726907	0.053346116	0.074070945	0.056950923	0.042579923	0.06386366	0.064114414	0.046881523	0.06310673	0.038645115	0.021402765	0.06224197	0.03681102	0.031546764	0.060323875	0.03705034	0.05223812	0.05659988	0.052887555	0.061374128	0.062740944	0.060972475	0.049557306	0.057663467	0.059808478	0.059069496	0.06973607	0.062268477	0.057625957	0.065809846	0.05543857	0.05706077	0.045858458	0.06586352	0.05131031	0.08740368	0.13162452	0.09252672	0.10114965	0.104685545	0.08715577	0.092586696	0.09799108	0.12369457	0.121543124	0.05761909	0.060050424	0.07652402	0.09673698
BLS9_2_phage_scaffolds_rijen21.fasta	0.028124377	0.04568813	0.04917032	0.03611313	0.056999516	0.057849847	0.03947269	0.063423805	0.050085448	0.037077803	0.08987925	0.042481307	0.052117553	0.04689332	0.02902002	0.046062604	0.05603177	0.027764564	0.062309463	0.07787704	0.047491137	0.049586896	0.06294508	0.04236178	0.058582846	0.04436941	0.053386208	0.051580105	0.056423828	0.034624588	0.0429571	0.054148644	0.06080178	0.027742835	0.05024246	0.040861905	-0	0.033516508	0.05322985	0.023830432	0.05245151	0.05320691	0.027038172	0.057015654	0.04653855	0.050330628	0.044055697	0.02709225	0.061651934	0.05847811	0.022093426	0.05043719	0.03737744	0.038973603	0.048873886	0.02862879	0.041378852	0.04981086	0.03817392	0.038718164	0.058157068	0.04478003	0.050532766	0.0535144	0.047967322	0.049602844	0.054923847	0.05110973	0.042175435	0.05147102	0.057818945	0.04808364	0.04909911	0.052224416	0.053626362	0.023136737	0.04971201	0.03832649	0.08376352	0.12783708	0.08886008	0.11061909	0.107850775	0.10284495	0.09286128	0.11966034	0.12221067	0.11714873	0.059843637	0.058253564	0.07927759	0.094650775
BLS9_7_phage_scaffolds_rijen21.fasta	0.036558527	0.04045738	0.05837998	0.039589345	0.060034253	0.055082206	0.048212264	0.075107746	0.06377146	0.059187625	0.09183937	0.04300699	0.0658711	0.05805625	0.04275538	0.04938767	0.06534581	0.03456536	0.062578656	0.076355584	0.054678515	0.06921877	0.06663803	0.057178374	0.068010345	0.05263977	0.05624325	0.05616912	0.061844897	0.022542251	0.05075384	0.06051631	0.064996235	0.03616393	0.040099636	0.04413779	0.033516508	-0	0.06006752	0.040348638	0.055440217	0.054727722	0.036408	0.05512277	0.055582587	0.061006792	0.05721366	0.03337503	0.058808934	0.06355746	0.041031674	0.052820224	0.03808364	0.04636211	0.055254735	0.020837573	0.045302313	0.05704152	0.04639359	0.05047397	0.06397848	0.056545705	0.06392598	0.05657944	0.05416951	0.06528351	0.060810205	0.053000856	0.04905049	0.067674324	0.06583613	0.0491194	0.059139267	0.064486414	0.060070537	0.033113636	0.05176852	0.05199161	0.08920186	0.13236141	0.11046722	0.10169753	0.09924572	0.09084413	0.10133221	0.11136256	0.1305619	0.12663029	0.07062057	0.06702211	0.0803462	0.09596481
BLS9_m1_phage_scaffolds_rijen21.fasta	0.059526723	0.055456035	0.029116623	0.06558527	0.051015843	0.06567517	0.06536029	0.04651509	0.07347771	0.05702728	0.055739593	0.066719525	0.063450046	0.07367102	0.05234707	0.06960696	0.072091214	0.059822824	0.08667567	0.08631313	0.065494604	0.075417824	0.06262423	0.06351027	0.059972264	0.07414936	0.05563721	0.061759636	0.072569475	0.057610106	0.06325714	0.06917696	0.06071177	0.044799153	0.049871866	0.039994713	0.05322985	0.06006752	-0	0.057000816	0.0820737	0.047345918	0.05670323	0.08939764	0.053753644	0.06619618	0.07386016	0.04905897	0.082401976	0.07666369	0.059729774	0.08798569	0.05409699	0.03566586	0.07099928	0.057899654	0.034231864	0.09150816	0.057965133	0.068241745	0.06887611	0.06641391	0.06935833	0.077997565	0.06997498	0.06567002	0.066199005	0.07843388	0.06695079	0.059514172	0.07647549	0.0831368	0.04760895	0.06673958	0.06838106	0.058065925	0.07318137	0.07196063	0.09346824	0.11295471	0.08827857	0.098759085	0.08710586	0.10002577	0.10090512	0.11613429	0.121318184	0.11285398	0.07246589	0.079500146	0.11394256	0.11104956
BSN10_2_phage_scaffolds_rijen21.fasta	0.038349286	0.048165902	0.059860628	0.047759246	0.05527731	0.05500328	0.055722553	0.06726125	0.05114678	0.044610757	0.07767594	0.049608108	0.056428842	0.050118193	0.027046148	0.04880651	0.053751323	0.036381077	0.07554988	0.069627225	0.055110004	0.043614637	0.05749556	0.045725852	0.05527953	0.045808896	0.050813653	0.056107137	0.057546474	0.045004502	0.049181376	0.04692329	0.056384224	0.02538024	0.05511178	0.04907644	0.023830432	0.040348638	0.057000816	-0	0.04658466	0.059950836	0.027755123	0.06633572	0.05097449	0.044134963	0.051231336	0.030964924	0.05629845	0.06033622	0.02360348	0.048189145	0.046865325	0.05115569	0.0485984	0.03972115	0.051854327	0.05508116	0.0525522	0.045456666	0.058223177	0.053485066	0.05264996	0.048136517	0.051675107	0.050014418	0.05472286	0.048193812	0.042429708	0.057028778	0.050839253	0.048068333	0.040499408	0.0511615	0.05967633	0.02832399	0.044625748	0.048099622	0.07226828	0.12756264	0.11125906	0.10118239	0.112263955	0.10512428	0.08977784	0.11318358	0.11808915	0.0700358	0.07434085	0.078953825	0.09512072	0.099701926
BSN10_7_phage_scaffolds_rijen21.fasta	0.057761423	0.052408535	0.08087586	0.06685017	0.071012974	0.049659126	0.06227715	0.07705162	0.039947383	0.066735476	0.087957196	0.04564493	0.053133924	0.046620477	0.05711088	0.05185013	0.051714357	0.059647433	0.06895037	0.05821655	0.063972704	0.042302348	0.0480887	0.063497715	0.04778319	0.042658307	0.0645002	0.05124882	0.048673525	0.06526133	0.060204163	0.07516079	0.078739114	0.047816012	0.06633997	0.05838624	0.05245151	0.055440217	0.0820737	0.04658466	-0	0.07769237	0.05005076	0.054422766	0.0656202	0.0657968	0.04733672	0.05173552	0.07175284	0.055329297	0.059786458	0.01951494	0.047493603	0.06329673	0.055909343	0.06499973	0.06282277	0.04988449	0.07124884	0.040497735	0.054776553	0.050514046	0.04572099	0.04321414	0.05490629	0.03749873	0.05434607	0.04771591	0.037106395	0.05296434	0.046978157	0.021832608	0.053666737	0.041752964	0.05168642	0.045996662	0.03995671	0.043401748	0.08678879	0.13090253	0.121748656	0.11398497	0.1191843	0.10445905	0.105424695	0.10851023	0.102962114	0.12364842	0.07462893	0.08323339	0.088589445	0.097809225
BSN10_m1_phage_scaffolds_rijen21.fasta	0.065241836	0.053756937	0.042679954	0.06244919	0.05695456	0.07670209	0.06121856	0.043254722	0.07994959	0.04782539	0.04344507	0.06938546	0.068630666	0.07539252	0.057944626	0.07450558	0.07777478	0.05216347	0.09991084	0.07806989	0.07071685	0.06622092	0.07900923	0.070393845	0.074363254	0.06751368	0.04134768	0.070161134	0.07339208	0.05364242	0.07065777	0.076132186	0.052957345	0.054646704	0.060829297	0.04336876	0.05320691	0.054727722	0.047345918	0.059950836	0.07769237	-0	0.057114944	0.07986373	0.066384025	0.06321631	0.08130563	0.05462839	0.08999643	0.09201444	0.05828522	0.075762704	0.053533774	0.03637247	0.070876956	0.04982048	0.047244377	0.08177224	0.049844198	0.06444523	0.07902784	0.07311162	0.068684936	0.06599711	0.07491473	0.064290375	0.077669635	0.08043277	0.059318498	0.083834566	0.085188955	0.07470797	0.066607036	0.063941315	0.067576066	0.05888382	0.06416467	0.06919813	0.0918797	0.13417311	0.084080115	0.12586886	0.10982529	0.096033946	0.09360146	0.11058763	0.13407071	0.10649864	0.083651416	0.08223099	0.118780926	0.12532993
BSN11_2_phage_scaffolds_rijen21.fasta	0.031887896	0.04485906	0.047166456	0.043233823	0.05801065	0.050050676	0.040442508	0.07703058	0.050477285	0.043156873	0.086519964	0.04654467	0.056030005	0.05145341	0.027615149	0.040725574	0.058757465	0.037025932	0.06496204	0.07495851	0.057999745	0.052317623	0.056598518	0.041868575	0.06341049	0.042008784	0.065749265	0.051861584	0.05792789	0.04109537	0.041613888	0.05510385	0.058586106	0.034735933	0.052900117	0.045219984	0.027038172	0.036408	0.05670323	0.027755123	0.05005076	0.057114944	-0	0.053517558	0.04894049	0.05603625	0.05204441	0.034627408	0.05200795	0.057669144	0.02634438	0.05312058	0.0397863	0.047995675	0.049340706	0.03754411	0.04721071	0.054502264	0.041492667	0.03614224	0.055024482	0.046801977	0.051973574	0.0498089	0.04134713	0.046461713	0.061627664	0.04439158	0.043015286	0.056149617	0.047292084	0.048695374	0.04432	0.049601875	0.05176596	0.029620225	0.04638752	0.044457193	0.07689866	0.12432886	0.117863104	0.089898735	0.09571102	0.08683371	0.079446584	0.09078553	0.11776017	0.07264587	0.06514961	0.058082763	0.08370776	0.09798255
BSN11_7_phage_scaffolds_rijen21.fasta	0.05982491	0.04432859	0.07334386	0.058125	0.07830682	0.060069386	0.0625599	0.0810019	0.05212636	0.06733032	0.09831285	0.05345389	0.043125033	0.054557387	0.07011289	0.04849704	0.057161286	0.05186984	0.05460063	0.07098342	0.06485632	0.060726482	0.055686366	0.059556518	0.063872784	0.05148481	0.07785595	0.0605873	0.059564926	0.063580416	0.063364744	0.07931372	0.056430407	0.06004378	0.067926206	0.06726907	0.057015654	0.05512277	0.08939764	0.06633572	0.054422766	0.07986373	0.053517558	-0	0.06637534	0.06835494	0.045183096	0.057349898	0.068363406	0.043725718	0.06243568	0.052428965	0.06182568	0.06863925	0.023360997	0.06182353	0.06592299	0.04843764	0.055501264	0.049608838	0.043705147	0.04428591	0.058980495	0.059060756	0.044473693	0.056125134	0.057040192	0.05537677	0.05468887	0.045735307	0.05456738	0.054571036	0.065418	0.05820646	0.025362955	0.056947477	0.05323394	0.04058702	0.08777299	0.20282064	0.107564814	0.1149342	0.11923783	0.11543155	0.1053358	0.1099758	0.10682071	0.11568588	0.070355885	0.07113477	0.07745775	0.08520168
BSN11_m1_phage_scaffolds_rijen21.fasta	0.042633127	0.052869905	0.060301635	0.04816638	0.071733765	0.06540883	0.05304058	0.07993213	0.055302586	0.052830778	0.07383204	0.05381901	0.06115131	0.05355721	0.049417857	0.051932547	0.06316069	0.04823039	0.067516625	0.08745605	0.05840892	0.059782058	0.051674023	0.04858957	0.06965849	0.056438636	0.06359746	0.06119873	0.060998037	0.053888306	0.01776228	0.07646354	0.0652027	0.044830315	0.044800196	0.053346116	0.04653855	0.055582587	0.053753644	0.05097449	0.0656202	0.066384025	0.04894049	0.06637534	-0	0.069508165	0.049515102	0.04177639	0.06515818	0.06867274	0.04788181	0.05788325	0.047418952	0.054726705	0.061028857	0.05164732	0.042365756	0.052942097	0.0487991	0.04770847	0.06475687	0.058231533	0.058433324	0.059367646	0.054447684	0.058425173	0.058104377	0.052104916	0.058958124	0.04804111	0.06412064	0.058751132	0.027641749	0.057463147	0.05718509	0.050087724	0.06552036	0.04705667	0.09335593	0.13252921	0.09566753	0.10374246	0.0986795	0.09287769	0.08177314	0.10028521	0.14454742	0.13361137	0.06454536	0.060025953	0.085645095	0.08617048
BSN12_2_phage_scaffolds_rijen21.fasta	0.07277015	0.07484912	0.07070708	0.06627054	0.056509104	0.078571804	0.07611006	0.047662564	0.06974438	0.05249212	0.06859154	0.07462488	0.06230692	0.07192816	0.058816735	0.0652661	0.06493813	0.045444317	0.09315918	0.07485947	0.079890296	0.05199154	0.07237476	0.07104254	0.063551955	0.05042673	0.048586126	0.057002895	0.07094373	0.06551072	0.073563114	0.05792609	0.07876976	0.05655676	0.06902448	0.074070945	0.050330628	0.061006792	0.06619618	0.044134963	0.0657968	0.06321631	0.05603625	0.06835494	0.069508165	-0	0.06985113	0.06912456	0.08141604	0.08307963	0.06228884	0.07935121	0.06628961	0.076418154	0.062013138	0.05743734	0.07697495	0.06505857	0.06565728	0.060034595	0.07207409	0.069022775	0.06529515	0.06003795	0.063915856	0.055353727	0.06852952	0.08047791	0.06898884	0.05912529	0.08064096	0.077697575	0.053245563	0.066720985	0.06365561	0.057661764	0.05818811	0.06272785	0.10064796	0.15379795	0.10622951	0.1247086	0.12940502	0.10749221	0.112093836	0.13604814	0.10804824	0.106308855	0.11089998	0.10793451	0.118087575	0.12774636
BSN12_7_phage_scaffolds_rijen21.fasta	0.04962259	0.053862263	0.07476895	0.048908915	0.07057425	0.04688053	0.053188115	0.07427525	0.03931679	0.06140941	0.09121737	0.040991496	0.04620548	0.04752796	0.059743036	0.039937954	0.052532308	0.049429625	0.05030444	0.07572027	0.055353094	0.052758638	0.045666225	0.05301746	0.060252465	0.038645666	0.07284558	0.05433301	0.04766176	0.062217414	0.05305258	0.06816354	0.075528674	0.050591253	0.059527863	0.056950923	0.044055697	0.05721366	0.07386016	0.051231336	0.04733672	0.08130563	0.05204441	0.045183096	0.049515102	0.06985113	-0	0.0504587	0.05657039	0.05065312	0.052117348	0.04734258	0.056743506	0.058872778	0.045907475	0.06200408	0.058143977	0.030098956	0.061174635	0.040827274	0.050395142	0.04044709	0.046481796	0.04894483	0.041104812	0.044034343	0.048189186	0.047845382	0.045237992	0.051298723	0.0491431	0.04553735	0.05282546	0.0403479	0.038439848	0.048824675	0.047944803	0.018492311	0.08098948	0.17409147	0.09529538	0.11428537	0.12546366	0.13372022	0.11352836	0.1142834	0.1291523	0.114031315	0.066590704	0.06734162	0.078940906	0.08024659
BSN12_m1_phage_scaffolds_rijen21.fasta	0.026067777	0.04109485	0.056488074	0.03258894	0.060025726	0.054916646	0.042173482	0.07469295	0.057274915	0.044607736	0.08150661	0.038631964	0.059165537	0.05299335	0.032317113	0.04797813	0.06709558	0.030888984	0.06693837	0.08378016	0.04760065	0.057890024	0.060243253	0.049584325	0.06301127	0.055113837	0.061423447	0.06258695	0.056694806	0.03464833	0.043363802	0.06678039	0.0600047	0.016699158	0.040797997	0.042579923	0.02709225	0.03337503	0.04905897	0.030964924	0.05173552	0.05462839	0.034627408	0.057349898	0.04177639	0.06912456	0.0504587	-0	0.056279667	0.05847086	0.027527686	0.047629375	0.039276123	0.04298773	0.052635614	0.033247925	0.037193723	0.05983607	0.04372251	0.04283941	0.06253354	0.04820765	0.055887196	0.053129137	0.053533033	0.05834673	0.054967165	0.04898053	0.035898782	0.055542104	0.058123432	0.046613567	0.038143694	0.057179246	0.05633646	0.01793598	0.044849943	0.046268664	0.084573284	0.12838289	0.097532704	0.11060844	0.10316014	0.11041699	0.09125902	0.111680426	0.13232951	0.120290175	0.059447426	0.058441836	0.084478565	0.08938105
BSN13_2_phage_scaffolds_rijen21.fasta	0.04845724	0.05707511	0.07356726	0.050112285	0.08873981	0.06290827	0.037876498	0.10425475	0.059512507	0.07708345	0.103410035	0.06485892	0.07311894	0.06623952	0.047991224	0.053762153	0.0696922	0.05641302	0.057813674	0.09398414	0.04324906	0.08874586	0.06645577	0.05403052	0.07357402	0.07216068	0.079261854	0.07135363	0.06958375	0.062217128	0.06289681	0.074498184	0.08105808	0.063611634	0.054099396	0.06386366	0.061651934	0.058808934	0.082401976	0.05629845	0.07175284	0.08999643	0.05200795	0.068363406	0.06515818	0.08141604	0.05657039	0.056279667	-0	0.058543723	0.054569855	0.073354244	0.054260023	0.066329926	0.07424401	0.066382185	0.061302338	0.068987556	0.058921408	0.058867767	0.061359007	0.06594176	0.0688592	0.06787868	0.05425248	0.06899292	0.053083297	0.05830242	0.0769518	0.05788632	0.06031634	0.06577914	0.062404864	0.07085077	0.068078876	0.053693075	0.07279649	0.062753126	0.084117144	0.16121544	0.12767692	0.09049068	0.10154084	0.09468169	0.102539934	0.094523296	0.13414355	0.08222459	0.07876246	0.072046995	0.084961176	0.08455154
BSN13_7_phage_scaffolds_rijen21.fasta	0.05492762	0.04542549	0.075936936	0.057132065	0.08520518	0.05040399	0.06483999	0.10210538	0.038508255	0.073998004	0.09011485	0.052877665	0.06312994	0.039591372	0.066473715	0.051007893	0.04923996	0.061509516	0.02466747	0.06742475	0.060570512	0.062070232	0.057122443	0.061133273	0.05554984	0.060980957	0.091383785	0.06831104	0.066099785	0.073293164	0.06199948	0.085837096	0.060988516	0.058050293	0.058182336	0.064114414	0.05847811	0.06355746	0.07666369	0.06033622	0.055329297	0.09201444	0.057669144	0.043725718	0.06867274	0.08307963	0.05065312	0.05847086	0.058543723	-0	0.06036704	0.049742315	0.057203267	0.0650537	0.053791292	0.07463301	0.053859286	0.06407445	0.055762548	0.04860819	0.025034046	0.053159714	0.057720438	0.061206516	0.045686148	0.04527523	0.045130298	0.04809363	0.06000728	0.040172406	0.048533306	0.05365382	0.05961428	0.04972841	0.046923406	0.05829469	0.06542156	0.056008425	0.08733674	0.1621221	0.119742714	0.09334859	0.098989256	0.09386285	0.091158755	0.09063793	0.115214765	0.124788895	0.06854436	0.06674725	0.08166426	0.08521942
